file,load_nm,block_id,start_seconds,stop_seconds,start_sample,stop_sample_exclusive,samples,windows_0p2s,speed_rpm_min,speed_rpm_median,speed_rpm_max,electrical_hz_min,electrical_hz_median,electrical_hz_max,feature_band_fraction,fully_inside_20_500hz_feature_band,inside_frozen_12_36s_segment,protocol_role
spd10-5000rpm_flt0z_10NM.mat,10,9,27.0,30.0,270000,300000,30000,15,1079.2032470703125,1216.2323608398438,1462.3050537109375,179.86721429249673,202.705394925515,243.7175080408991,1.0,True,True,calibration
spd10-5000rpm_flt0z_10NM.mat,10,10,30.0,33.0,300000,330000,30000,15,1458.9642333984375,1642.5596313476562,1972.1280517578125,243.16069887720116,273.75992693076466,328.6880241001377,1.0,True,True,calibration
spd10-5000rpm_flt0z_10NM.mat,10,11,33.0,36.0,330000,360000,30000,15,1969.545166015625,2214.051513671875,2647.8564453125,328.25753640128147,369.0086039364832,441.30938015035645,1.0,True,True,calibration
spd10-5000rpm_flt0z_10NM.mat,10,12,36.0,39.0,360000,390000,30000,15,2646.37548828125,2975.565185546875,3553.052978515625,441.062604504952,495.92754094190417,592.1754825158587,0.5446,False,False,unused
spd10-5000rpm_flt0z_15NM.mat,15,0,0.0,3.0,0,30000,30000,15,-4.981244087219238,9.337812900543213,28.585227966308594,-0.8302072927763173,1.556302087925121,4.764204478169966,0.0,False,False,unused
spd10-5000rpm_flt0z_15NM.mat,15,1,3.0,6.0,30000,60000,30000,15,22.9609432220459,36.629167556762695,61.89745330810547,3.82682385232608,6.104861632780713,10.316242438524407,0.0,False,False,unused
spd10-5000rpm_flt0z_15NM.mat,15,2,6.0,9.0,60000,90000,30000,15,57.09381866455078,81.82133483886719,117.71772766113281,9.515636806155971,13.636889167687848,19.619620643265506,0.0,False,False,unused
spd10-5000rpm_flt0z_15NM.mat,15,3,9.0,12.0,90000,120000,30000,15,110.79485321044922,136.7549591064453,187.8148193359375,18.465808018641887,22.792493042314106,31.302471616043114,0.7913333333333333,False,False,unused
spd10-5000rpm_flt0z_15NM.mat,15,4,12.0,15.0,120000,150000,30000,15,182.82220458984375,218.0315170288086,275.50750732421875,30.47036636547843,36.33858683576318,45.91791561127546,1.0,True,True,health_test
spd10-5000rpm_flt0z_15NM.mat,15,5,15.0,18.0,150000,180000,30000,15,270.9257507324219,317.79176330566406,401.7679443359375,45.154289533765365,52.965291440080236,66.96132895390929,1.0,True,True,health_test
spd10-5000rpm_flt0z_15NM.mat,15,6,18.0,21.0,180000,210000,30000,15,398.0214538574219,462.5844268798828,571.711669921875,66.33690516732368,77.09740253755936,95.28528924818154,1.0,True,True,health_test
spd10-5000rpm_flt0z_15NM.mat,15,7,21.0,24.0,210000,240000,30000,15,567.6880493164062,644.3818054199219,786.7714233398438,94.61468002599227,107.39696681780923,131.12856776491734,1.0,True,True,health_test
spd10-5000rpm_flt0z_15NM.mat,15,8,24.0,27.0,240000,270000,30000,15,783.8226318359375,889.22412109375,1080.859130859375,130.63710499417462,148.20401640483215,180.1431903626408,1.0,True,True,health_test
spd10-5000rpm_flt0z_15NM.mat,15,9,27.0,30.0,270000,300000,30000,15,1078.806640625,1216.1011962890625,1464.8272705078125,179.8011004898427,202.68352860612413,244.13787370296936,1.0,True,True,health_test
spd10-5000rpm_flt0z_15NM.mat,15,10,30.0,33.0,300000,330000,30000,15,1461.1129150390625,1641.7462158203125,1970.9315185546875,243.51881692725155,273.6243674073975,328.48857529083824,1.0,True,True,health_test
spd10-5000rpm_flt0z_15NM.mat,15,11,33.0,36.0,330000,360000,30000,15,1968.6845703125,2214.037109375,2649.14404296875,328.1141182140373,369.00617542477835,441.52402172888173,1.0,True,True,health_test
spd10-5000rpm_flt0z_15NM.mat,15,12,36.0,39.0,360000,390000,30000,15,2647.568603515625,2975.6153564453125,3553.04443359375,441.261431615255,495.93591445026266,592.1740448369294,0.5437666666666666,False,False,unused
spd10-5000rpm_flt0z_20NM.mat,20,0,0.0,3.0,0,30000,30000,15,-3.6527259349823,9.169046401977539,26.329158782958984,-0.6087876621916687,1.5281743823401284,4.388193153877908,0.0,False,False,unused
spd10-5000rpm_flt0z_20NM.mat,20,1,3.0,6.0,30000,60000,30000,15,22.15416717529297,37.0505256652832,62.645565032958984,3.692361105557652,6.175087512879042,10.440927086477046,0.0,False,False,unused
spd10-5000rpm_flt0z_20NM.mat,20,2,6.0,9.0,60000,90000,30000,15,55.55789566040039,81.67594146728516,117.49703979492188,9.259649208726934,13.612656263640567,19.582840833494895,0.0,False,False,unused
spd10-5000rpm_flt0z_20NM.mat,20,3,9.0,12.0,90000,120000,30000,15,110.77714538574219,136.65271759033203,189.2289276123047,18.46285737692044,22.77545338993672,31.53815381997961,0.8022,False,False,unused
spd10-5000rpm_flt0z_20NM.mat,20,4,12.0,15.0,120000,150000,30000,15,181.71951293945312,218.17884063720703,276.89593505859375,30.286586313698916,36.3631403033555,46.14932363461134,1.0,True,True,calibration
spd10-5000rpm_flt0z_20NM.mat,20,5,15.0,18.0,150000,180000,30000,15,269.341796875,317.50657653808594,402.7950439453125,44.89030059739663,52.917763037503775,67.1325050299404,1.0,True,True,calibration
spd10-5000rpm_flt0z_20NM.mat,20,6,18.0,21.0,180000,210000,30000,15,397.5103454589844,462.51011657714844,570.9330444335938,66.25172269076285,77.0850171278644,95.15550958267204,1.0,True,True,calibration
spd10-5000rpm_flt0z_20NM.mat,20,7,21.0,24.0,210000,240000,30000,15,567.9515991210938,644.3604431152344,785.9862670898438,94.65860694571037,107.39340661964985,130.99770984021086,1.0,True,True,calibration
spd10-5000rpm_flt0z_20NM.mat,20,8,24.0,27.0,240000,270000,30000,15,783.3296508789062,889.4212036132812,1080.7127685546875,130.5549435861747,148.23687416819934,180.11878867703004,1.0,True,True,calibration
spd10-5000rpm_flt0z_20NM.mat,20,9,27.0,30.0,270000,300000,30000,15,1078.6083984375,1216.421875,1464.4981689453125,179.76807273065614,202.73697529172543,244.08302819462602,1.0,True,True,calibration
spd10-5000rpm_flt0z_20NM.mat,20,10,30.0,33.0,300000,330000,30000,15,1460.3778076171875,1642.8471069335938,1973.0621337890625,243.39630336876309,273.8078560377724,328.8436819863746,1.0,True,True,calibration
spd10-5000rpm_flt0z_20NM.mat,20,11,33.0,36.0,330000,360000,30000,15,1969.443115234375,2213.7862548828125,2648.7138671875,328.2405173912536,368.96438559536045,441.45233206335325,1.0,True,True,calibration
spd10-5000rpm_flt0z_20NM.mat,20,12,36.0,39.0,360000,390000,30000,15,2647.158203125,2975.702880859375,3550.4150390625,441.1930447256452,495.95046609239836,591.735863612992,0.5503,False,False,unused
spd10-5000rpm_flt0z_25NM.mat,25,0,0.0,3.0,0,30000,30000,15,-4.47783088684082,9.48242998123169,26.336872100830078,-0.7463050972298991,1.5804050665961884,4.389478747261686,0.0,False,False,unused
spd10-5000rpm_flt0z_25NM.mat,25,1,3.0,6.0,30000,60000,30000,15,22.10833168029785,37.073463439941406,62.607120513916016,3.6847219184259465,6.178910293866506,10.434519458343685,0.0,False,False,unused
spd10-5000rpm_flt0z_25NM.mat,25,2,6.0,9.0,60000,90000,30000,15,52.17765808105469,81.66449737548828,117.79096221923828,8.69627638501857,13.610749881952227,19.6318263430943,0.0,False,False,unused
spd10-5000rpm_flt0z_25NM.mat,25,3,9.0,12.0,90000,120000,30000,15,111.1234359741211,136.9663543701172,187.56344604492188,18.520572171843085,22.82772710438455,31.26057493211029,0.8039,False,False,unused
spd10-5000rpm_flt0z_25NM.mat,25,4,12.0,15.0,120000,150000,30000,15,181.63523864746094,218.0477752685547,277.7161560058594,30.272539801997812,36.34129462631413,46.286024558479795,1.0,True,True,health_test
spd10-5000rpm_flt0z_25NM.mat,25,5,15.0,18.0,150000,180000,30000,15,271.2834777832031,317.8684997558594,402.22747802734375,45.213914353143906,52.97807998271821,67.0379096420114,1.0,True,True,health_test
spd10-5000rpm_flt0z_25NM.mat,25,6,18.0,21.0,180000,210000,30000,15,398.9403991699219,462.6669158935547,569.8885498046875,66.4900665435279,77.11115277083246,94.98142414961845,1.0,True,True,health_test
spd10-5000rpm_flt0z_25NM.mat,25,7,21.0,24.0,210000,240000,30000,15,567.1325073242188,644.3807678222656,786.324951171875,94.52208573170809,107.39679682198988,131.05414845223257,1.0,True,True,health_test
spd10-5000rpm_flt0z_25NM.mat,25,8,24.0,27.0,240000,270000,30000,15,782.95166015625,889.2723083496094,1081.3663330078125,130.49193827850291,148.21204992155197,180.22772199806474,1.0,True,True,health_test
spd10-5000rpm_flt0z_25NM.mat,25,9,27.0,30.0,270000,300000,30000,15,1078.01953125,1216.1161499023438,1464.145263671875,179.66992200159117,202.68601540210994,244.02421935518035,1.0,True,True,health_test
spd10-5000rpm_flt0z_25NM.mat,25,10,30.0,33.0,300000,330000,30000,15,1461.3343505859375,1642.8416137695312,1973.265380859375,243.55573030516592,273.80693320332455,328.8775645816812,1.0,True,True,health_test
spd10-5000rpm_flt0z_25NM.mat,25,11,33.0,36.0,330000,360000,30000,15,1970.82666015625,2214.17041015625,2647.778564453125,328.471090006563,369.0284011639015,441.29640218380547,1.0,True,True,health_test
spd10-5000rpm_flt0z_25NM.mat,25,12,36.0,39.0,360000,390000,30000,15,2645.452392578125,2975.7774658203125,3554.34375,440.9087340033299,495.96290007232744,592.3906292248186,0.5450666666666667,False,False,unused
spd10-5000rpm_flt0z_30NM.mat,30,0,0.0,3.0,0,30000,30000,15,-5.93177604675293,9.490939617156982,26.91317367553711,-0.9886292806792795,1.5818233174318461,4.485529117265888,0.0,False,False,unused
spd10-5000rpm_flt0z_30NM.mat,30,1,3.0,6.0,30000,60000,30000,15,21.35559844970703,36.68305206298828,63.230812072753906,3.5592662180070045,6.113841661937482,10.53846825910409,0.0,False,False,unused
spd10-5000rpm_flt0z_30NM.mat,30,2,6.0,9.0,60000,90000,30000,15,53.43508529663086,81.84266662597656,116.52399444580078,8.905847231104053,13.640445115951737,19.420664821842113,0.0,False,False,unused
spd10-5000rpm_flt0z_30NM.mat,30,3,9.0,12.0,90000,120000,30000,15,108.79064178466797,136.72042846679688,187.77874755859375,18.13177351916891,22.78673746957351,31.296458621061795,0.7948666666666667,False,False,unused
spd10-5000rpm_flt0z_30NM.mat,30,4,12.0,15.0,120000,150000,30000,15,181.92520141601562,218.0725555419922,277.7314453125,30.320864756413485,36.34542795323586,46.288574495769936,1.0,True,True,calibration
spd10-5000rpm_flt0z_30NM.mat,30,5,15.0,18.0,150000,180000,30000,15,270.43939208984375,317.7142639160156,404.21502685546875,45.07323552710284,52.95237904334532,67.3691732096291,1.0,True,True,calibration
spd10-5000rpm_flt0z_30NM.mat,30,6,18.0,21.0,180000,210000,30000,15,398.0159606933594,462.675048828125,572.1763916015625,66.33598718989924,77.1125127373872,95.36272962942718,1.0,True,True,calibration
spd10-5000rpm_flt0z_30NM.mat,30,7,21.0,24.0,210000,240000,30000,15,566.3994140625,644.4719848632812,786.1927490234375,94.3999024508115,107.41199930526251,131.03211699404577,1.0,True,True,calibration
spd10-5000rpm_flt0z_30NM.mat,30,8,24.0,27.0,240000,270000,30000,15,782.7059326171875,889.2868041992188,1081.669677734375,130.4509838571116,148.21446871921,180.27829332580745,1.0,True,True,calibration
spd10-5000rpm_flt0z_30NM.mat,30,9,27.0,30.0,270000,300000,30000,15,1077.7431640625,1216.025634765625,1464.6749267578125,179.6238774196664,202.67093920144595,244.11248118458298,1.0,True,True,calibration
spd10-5000rpm_flt0z_30NM.mat,30,10,30.0,33.0,300000,330000,30000,15,1462.1236572265625,1642.8013916015625,1972.4547119140625,243.68727792719662,273.80024022506586,328.74242276232735,1.0,True,True,calibration
spd10-5000rpm_flt0z_30NM.mat,30,11,33.0,36.0,330000,360000,30000,15,1955.892578125,2214.1292724609375,2649.19970703125,325.9820792180773,369.0215430468469,441.53326950145396,1.0,True,True,calibration
spd10-5000rpm_flt0z_30NM.mat,30,12,36.0,39.0,360000,390000,30000,15,2646.7509765625,2975.8377685546875,3554.87841796875,441.12516296647004,495.9729638248325,592.4797264622476,0.5428666666666667,False,False,unused
spd10-5000rpm_flt0z_35NM.mat,35,0,0.0,3.0,0,30000,30000,15,-4.972471237182617,9.506365299224854,26.263320922851562,-0.8287451769479899,1.584394200635439,4.3772199237393465,0.0,False,False,unused
spd10-5000rpm_flt0z_35NM.mat,35,1,3.0,6.0,30000,60000,30000,15,16.689346313476562,36.87757110595703,62.81407928466797,2.7815578082481562,6.146261989633846,10.469012824344137,0.0,False,False,unused
spd10-5000rpm_flt0z_35NM.mat,35,2,6.0,9.0,60000,90000,30000,15,55.48114013671875,81.93814086914062,117.28669738769531,9.24685702332141,13.656357331770124,19.54778283852305,0.0,False,False,unused
spd10-5000rpm_flt0z_35NM.mat,35,3,9.0,12.0,90000,120000,30000,15,108.8892593383789,136.82516479492188,187.61448669433594,18.14820968638763,22.804193611708282,31.269082008612532,0.8010666666666667,False,False,unused
spd10-5000rpm_flt0z_35NM.mat,35,4,12.0,15.0,120000,150000,30000,15,174.1976776123047,218.22481536865234,278.1737976074219,29.032944858422244,36.37080347204029,46.362299254107086,1.0,True,True,health_test
spd10-5000rpm_flt0z_35NM.mat,35,5,15.0,18.0,150000,180000,30000,15,264.3442077636719,317.79551696777344,402.5525207519531,44.05736965285228,52.9659179961001,67.09208488112417,1.0,True,True,health_test
spd10-5000rpm_flt0z_35NM.mat,35,6,18.0,21.0,180000,210000,30000,15,393.4869384765625,462.5235595703125,572.0076904296875,65.58115718178426,77.08726350119143,95.33461717793134,1.0,True,True,health_test
spd10-5000rpm_flt0z_35NM.mat,35,7,21.0,24.0,210000,240000,30000,15,565.6046752929688,644.3812866210938,786.6783447265625,94.2674514224266,107.39688424841125,131.11305443214647,1.0,True,True,health_test
spd10-5000rpm_flt0z_35NM.mat,35,8,24.0,27.0,240000,270000,30000,15,783.5908813476562,889.4582824707031,1080.6849365234375,130.59848194402,148.24304258792978,180.11414536265028,1.0,True,True,health_test
spd10-5000rpm_flt0z_35NM.mat,35,9,27.0,30.0,270000,300000,30000,15,1077.0126953125,1216.222900390625,1464.743408203125,179.50210212873623,202.7038115358834,244.1239049036428,1.0,True,True,health_test
spd10-5000rpm_flt0z_35NM.mat,35,10,30.0,33.0,300000,330000,30000,15,1461.3568115234375,1642.7521362304688,1973.1285400390625,243.5594799272383,273.7920221414565,328.8547559997489,1.0,True,True,health_test
spd10-5000rpm_flt0z_35NM.mat,35,11,33.0,36.0,330000,360000,30000,15,1970.25927734375,2214.38720703125,2649.217529296875,328.3765140467276,369.06455684616395,441.53626142787436,1.0,True,True,health_test
spd10-5000rpm_flt0z_35NM.mat,35,12,36.0,39.0,360000,390000,30000,15,2645.68603515625,2975.818359375,3549.83642578125,440.94770675917005,495.9697193331948,591.6394225561673,0.5512,False,False,unused
